Datafile,Gene,chr,No,Region,Ingroup,Outgroup,n,Sites,NetSites,S,Eta,Hap,Hd,VarHd,Pi,VarPi,AvNumDif,ThetaNuc,ThetaG,ZnS,G+Cn,G+Gc,G+Ctot,TajimaD,SigD,FuLiD*,SigD,FuLiF*,SigF,FuFs
evm.TU.Chr1.99,rna-CPHLJ_1g1280,Chr1,99,       1-1500,23,0,23,1500,1500,1,1,2,0.3,0.01095,0.0002,n.d.,0.3004,0.000181,0.2709,n.a.,0.3821,0,0.3821,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr1.100,rna-CPHLJ_1g1290,Chr1,100,        1-936,23,0,23,936,936,1,1,2,0.3,0.01095,0.000321,n.d.,0.3004,0.000289,0.2709,n.a.,0.346,0,0.346,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr1.101,rna-CPHLJ_1g1300,Chr1,101,       1-3153,23,0,23,3153,3153,5,5,8,0.866,0.00153,0.000584,n.d.,1.8419,0.00043,1.3547,0.1177,0.2949,0,0.2949,1.055,n.s.,1.1708,n.s.,1.3168,n.s.,-2.143
evm.TU.Chr1.102,rna-CPHLJ_1g1310,Chr1,102,       1-1106,23,0,23,1106,1106,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3463,0,0.3463,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.103,rna-CPHLJ_1g1320,Chr1,103,        1-642,23,0,23,642,642,1,1,2,0.443,0.00635,0.00069,n.d.,0.4427,0.000422,0.2709,n.a.,0.3017,0,0.3017,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr1.104,rna-CPHLJ_1g1330,Chr1,104,       1-2559,23,0,23,2559,2559,3,3,5,0.676,0.00634,0.000432,n.d.,1.1067,0.000318,0.8128,0.229,0.3133,0,0.3133,0.9218,n.s.,0.9855,n.s.,1.116,n.s.,-0.676
evm.TU.Chr1.105,rna-CPHLJ_1g1340,Chr1,105,       1-3327,23,0,23,3327,3326,6,6,5,0.727,0.00411,0.000423,n.d.,1.4071,0.000489,1.6257,0.1788,0.2734,0,0.2734,-0.4114,n.s.,1.2361,n.s.,0.8831,n.s.,-0.053
evm.TU.Chr1.106,rna-CPHLJ_1g1350,Chr1,106,       1-2214,23,0,23,2214,2214,4,4,5,0.644,0.0084,0.000621,n.d.,1.3755,0.00049,1.0838,0.3024,0.3087,0,0.3087,0.7456,n.s.,1.0898,n.s.,1.1469,n.s.,-0.113
evm.TU.Chr1.107,rna-CPHLJ_1g1360,Chr1,107,        1-498,23,0,23,498,498,1,1,2,0.166,0.00952,0.000333,n.d.,0.166,0.000544,0.2709,n.a.,0.2974,0,0.2974,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr1.108,rna-CPHLJ_1g1370,Chr1,108,        1-756,23,0,23,756,756,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.295,0,0.295,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.109,rna-CPHLJ_1g1380,Chr1,109,       1-1089,23,0,23,1089,1089,2,2,3,0.522,0.00843,0.000523,n.d.,0.5692,0.000498,0.5419,n.a.,0.33,0,0.33,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr1.110,rna-CPHLJ_1g1390,Chr1,110,       1-1572,23,0,23,1572,1572,4,4,4,0.636,0.00768,0.000588,n.d.,0.9249,0.000689,1.0838,0.1872,0.3557,0,0.3557,-0.4061,n.s.,1.0898,n.s.,0.7712,n.s.,-0.044
evm.TU.Chr1.111,rna-CPHLJ_1g1400,Chr1,111,       1-2753,23,0,23,2753,2753,6,6,6,0.798,0.00248,0.000597,n.d.,1.6443,0.000591,1.6257,0.146,0.3291,0,0.3291,0.035,n.s.,1.2361,n.s.,1.032,n.s.,-0.586
evm.TU.Chr1.112,rna-CPHLJ_1g1410,Chr1,112,        1-753,23,0,23,753,753,1,1,2,0.166,0.00952,0.00022,n.d.,0.166,0.00036,0.2709,n.a.,0.3571,0,0.3571,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr1.113,rna-CPHLJ_1g1420,Chr1,113,       1-1785,23,0,23,1785,1785,3,3,4,0.684,0.00435,0.000629,n.d.,1.1225,0.000455,0.8128,0.2279,0.3144,0,0.3144,0.9714,n.s.,0.9855,n.s.,1.132,n.s.,0.417
evm.TU.Chr1.114,rna-CPHLJ_1g1440,Chr1,114,       1-1302,23,0,23,1302,1302,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3018,0,0.3018,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.115,rna-CPHLJ_1g1450,Chr1,115,       1-2370,23,0,23,2370,2370,4,4,5,0.514,0.01429,0.00041,n.d.,0.9723,0.000457,1.0838,0.221,0.2934,0,0.2934,-0.2848,n.s.,1.0898,n.s.,0.8108,n.s.,-1.01
evm.TU.Chr1.116,rna-CPHLJ_1g1460,Chr1,116,       1-3192,23,0,23,3192,3192,4,4,4,0.625,0.00718,0.000282,n.d.,0.9012,0.00034,1.0838,0.1865,0.3103,0,0.3103,-0.4667,n.s.,1.0898,n.s.,0.7514,n.s.,-0.105
evm.TU.Chr1.117,rna-CPHLJ_1g1470,Chr1,117,       1-2196,23,0,23,2196,2196,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3288,0,0.3288,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.118,rna-CPHLJ_1g1480,Chr1,118,        1-744,23,0,23,744,744,2,2,3,0.68,0.00187,0.001137,n.d.,0.8458,0.000728,0.5419,n.a.,0.3669,0,0.3669,1.2514,n.s.,0.8437,n.s.,1.0993,n.s.,0.968
evm.TU.Chr1.119,rna-CPHLJ_1g1490,Chr1,119,       1-1719,23,0,23,1719,1719,2,2,2,0.166,0.00952,0.000193,n.d.,0.332,0.000315,0.5419,n.a.,0.3275,0,0.3275,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,0.768
evm.TU.Chr1.120,rna-CPHLJ_1g1500,Chr1,120,        1-729,23,0,23,729,729,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3471,0,0.3471,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.121,rna-CPHLJ_1g1510,Chr1,121,        1-834,23,0,23,834,834,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3525,0,0.3525,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.122,rna-CPHLJ_1g1520,Chr1,122,       1-8565,23,0,23,8565,8565,12,12,8,0.846,0.00298,0.00036,n.d.,3.083,0.00038,3.2513,0.2234,0.282,0,0.282,-0.1794,n.s.,1.4636,*   ,1.136,n.s.,-0.421
evm.TU.Chr1.123,rna-CPHLJ_1g1530,Chr1,123,       1-1650,23,0,23,1650,1650,2,2,3,0.553,0.00643,0.000369,n.d.,0.6087,0.000328,0.5419,n.a.,0.261,0,0.261,0.2751,n.s.,0.8437,n.s.,0.7911,n.s.,0.27
evm.TU.Chr1.124,rna-CPHLJ_1g1540,Chr1,124,       1-2028,23,0,23,2028,2028,1,1,2,0.498,0.00285,0.000246,n.d.,0.498,0.000134,0.2709,n.a.,0.3597,0,0.3597,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr1.125,rna-CPHLJ_1g1550,Chr1,125,       1-1959,23,0,23,1959,1959,1,1,2,0.166,0.00952,0.000085,n.d.,0.166,0.000138,0.2709,n.a.,0.3691,0,0.3691,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr1.126,rna-CPHLJ_1g1560,Chr1,126,       1-1137,23,0,23,1137,1137,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3755,0,0.3755,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.127,rna-CPHLJ_1g1570,Chr1,127,       1-1809,23,0,23,1809,1809,4,4,5,0.561,0.01219,0.000708,n.d.,1.2806,0.000599,1.0838,0.4888,0.3726,0,0.3726,0.5032,n.s.,1.0898,n.s.,1.0678,n.s.,-0.299
evm.TU.Chr1.128,rna-CPHLJ_1g1580,Chr1,128,       1-2820,23,0,23,2820,2820,2,2,3,0.601,0.00285,0.000241,n.d.,0.6798,0.000192,0.5419,n.a.,0.3587,0,0.3587,0.568,n.s.,0.8437,n.s.,0.8835,n.s.,0.496
evm.TU.Chr1.129,rna-CPHLJ_1g1590,Chr1,129,        1-561,23,0,23,561,561,1,1,2,0.237,0.01098,0.000423,n.d.,0.2372,0.000483,0.2709,n.a.,0.3763,0,0.3763,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr1.130,rna-CPHLJ_1g1600,Chr1,130,        1-351,23,0,23,351,351,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3675,0,0.3675,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.131,rna-CPHLJ_1g1610,Chr1,131,       1-1353,23,0,23,1353,1353,2,2,3,0.569,0.00728,0.000473,n.d.,0.6403,0.000401,0.5419,n.a.,0.3308,0,0.3308,0.4052,n.s.,0.8437,n.s.,0.8322,n.s.,0.372
evm.TU.Chr1.132,rna-CPHLJ_1g1620,Chr1,132,        1-780,23,0,23,780,780,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3295,0,0.3295,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.133,rna-CPHLJ_1g1640,Chr1,133,       1-8430,23,0,23,8430,8430,16,16,7,0.846,0.00167,0.00068,n.d.,5.7312,0.000514,4.3351,0.3084,0.3097,0,0.3097,1.1579,n.s.,1.5431,**  ,1.6647,*   ,2.656
evm.TU.Chr1.134,rna-CPHLJ_1g1650,Chr1,134,        1-408,23,0,23,408,408,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2966,0,0.2966,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.135,rna-CPHLJ_1g1660,Chr1,135,        1-324,23,0,23,324,324,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4444,0,0.4444,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.136,rna-CPHLJ_1g1670,Chr1,136,       1-1392,23,0,23,1392,1392,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3261,0,0.3261,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.137,rna-CPHLJ_1g1680,Chr1,137,       1-3087,23,0,23,3087,3087,2,2,3,0.482,0.0105,0.000259,n.d.,0.7984,0.000176,0.5419,n.a.,0.3003,0,0.3003,1.0562,n.s.,0.8437,n.s.,1.0377,n.s.,0.84
evm.TU.Chr1.138,rna-CPHLJ_1g1690,Chr1,138,       1-2142,23,0,23,2142,2142,1,1,2,0.166,0.00952,0.000078,n.d.,0.166,0.000126,0.2709,n.a.,0.2969,0,0.2969,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr1.139,rna-CPHLJ_1g1700,Chr1,139,       1-2322,23,0,23,2322,2321,2,2,3,0.482,0.0105,0.000225,n.d.,0.5217,0.000233,0.5419,n.a.,0.3529,0,0.3529,-0.0829,n.s.,0.8437,n.s.,0.6781,n.s.,-0.033
evm.TU.Chr1.140,rna-CPHLJ_1g1710,Chr1,140,        1-315,23,0,23,315,315,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3714,0,0.3714,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.141,rna-CPHLJ_1g1720,Chr1,141,       1-5412,23,0,23,5412,5412,10,10,6,0.739,0.0062,0.0005,n.d.,2.7036,0.000501,2.7094,0.2567,0.2763,0,0.2763,-0.0073,n.s.,1.4081,*   ,1.1526,n.s.,0.869
evm.TU.Chr1.142,rna-CPHLJ_1g1730,Chr1,142,       1-1329,23,0,23,1329,1329,3,4,4,0.676,0.00389,0.001047,n.d.,1.3913,0.000815,1.0838,n.a.,0.3815,0,0.3815,0.7861,n.s.,1.0898,n.s.,1.1601,n.s.,0.962
evm.TU.Chr1.143,rna-CPHLJ_1g1740,Chr1,143,        1-387,23,0,23,387,387,1,1,2,0.3,0.01095,0.000776,n.d.,0.3004,0.0007,0.2709,n.a.,0.3225,0,0.3225,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr1.144,rna-CPHLJ_1g1750,Chr1,144,       1-1518,23,0,23,1518,1518,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2714,0,0.2714,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.145,rna-CPHLJ_1g1760,Chr1,145,       1-1002,23,0,23,1002,1002,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3214,0,0.3214,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.146,rna-CPHLJ_1g1770,Chr1,146,       1-2001,23,0,23,2001,2001,4,4,4,0.696,0.00438,0.000755,n.d.,1.5099,0.000542,1.0838,0.4194,0.3158,0,0.3158,1.0891,n.s.,1.0898,n.s.,1.259,n.s.,1.182
evm.TU.Chr1.147,rna-CPHLJ_1g1790,Chr1,147,       1-2013,23,0,23,2013,2013,2,2,3,0.522,0.00843,0.000283,n.d.,0.5692,0.000269,0.5419,n.a.,0.3197,0,0.3197,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr1.148,rna-CPHLJ_1g1800,Chr1,148,       1-1476,23,0,23,1476,1476,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3435,0,0.3435,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.149,rna-CPHLJ_1g1810,Chr1,149,       1-2262,23,0,23,2262,2262,3,3,4,0.767,0.00149,0.000468,n.d.,1.0593,0.000359,0.8128,0.0769,0.3008,0,0.3008,0.773,n.s.,0.9855,n.s.,1.0682,n.s.,0.276
evm.TU.Chr1.150,0,Chr1,150,        1-663,23,0,23,663,663,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3077,0,0.3077,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.151,rna-CPHLJ_1g1830,Chr1,151,        1-592,23,0,23,592,509,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3517,0,0.3517,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.152,rna-CPHLJ_1g1840,Chr1,152,       1-2883,23,0,23,2883,2881,1,1,2,0.522,0.00107,0.000181,n.d.,0.5217,0.000094,0.2709,n.a.,0.3261,0,0.3261,1.5826,n.s.,0.6287,n.s.,1.0149,n.s.,1.559
evm.TU.Chr1.153,rna-CPHLJ_1g1850,Chr1,153,        1-456,23,0,23,456,456,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3728,0,0.3728,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.154,rna-CPHLJ_1g1860,Chr1,154,       1-1080,23,0,23,1080,1058,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3299,0,0.3299,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.155,rna-CPHLJ_1g1870,Chr1,155,       1-1493,23,0,23,1493,1493,2,2,3,0.482,0.0105,0.000349,n.d.,0.5217,0.000363,0.5419,n.a.,0.3293,0,0.3293,-0.0829,n.s.,0.8437,n.s.,0.6781,n.s.,-0.033
evm.TU.Chr1.156,rna-CPHLJ_1g1880,Chr1,156,        1-609,23,0,23,609,609,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2939,0,0.2939,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.157,rna-CPHLJ_1g1890,Chr1,157,        1-728,23,0,23,728,728,1,1,2,0.403,0.00826,0.000554,n.d.,0.4032,0.000372,0.2709,n.a.,0.3334,0,0.3334,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr1.158,rna-CPHLJ_1g1900,Chr1,158,        1-738,23,0,23,738,738,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.355,0,0.355,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.159,rna-CPHLJ_1g1910,Chr1,159,        1-990,23,0,23,990,990,3,3,4,0.648,0.00544,0.000838,n.d.,0.83,0.000821,0.8128,0.0728,0.3125,0,0.3125,0.054,n.s.,0.9855,n.s.,0.837,n.s.,-0.294
evm.TU.Chr1.160,rna-CPHLJ_1g1930,Chr1,160,       1-1534,23,0,23,1534,1534,1,1,2,0.403,0.00826,0.000263,n.d.,0.4032,0.000177,0.2709,n.a.,0.3486,0,0.3486,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr1.161,rna-CPHLJ_1g1940,Chr1,161,        1-534,23,0,23,534,534,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3184,0,0.3184,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.162,rna-CPHLJ_1g1950,Chr1,162,       1-1215,23,0,23,1215,1215,1,1,2,0.403,0.00826,0.000332,n.d.,0.4032,0.000223,0.2709,n.a.,0.3912,0,0.3912,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr1.163,rna-CPHLJ_1g1960,Chr1,163,        1-603,23,0,23,603,603,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.33,0,0.33,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.164,rna-CPHLJ_1g1970,Chr1,164,        1-570,23,0,23,570,570,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3737,0,0.3737,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.165,rna-CPHLJ_1g1980,Chr1,165,       1-1545,23,0,23,1545,1545,1,1,2,0.356,0.00991,0.00023,n.d.,0.3557,0.000175,0.2709,n.a.,0.3533,0,0.3533,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr1.166,rna-CPHLJ_1g1990,Chr1,166,        1-963,23,0,23,963,963,4,4,5,0.751,0.00407,0.001445,n.d.,1.3913,0.001125,1.0838,0.2254,0.3332,0,0.3332,0.7861,n.s.,1.0898,n.s.,1.1601,n.s.,-0.083
evm.TU.Chr1.167,rna-CPHLJ_1g2000,Chr1,167,       1-2028,23,0,23,2028,2028,2,2,3,0.49,0.01127,0.000265,n.d.,0.5375,0.000267,0.5419,n.a.,0.3397,0,0.3397,-0.0179,n.s.,0.8437,n.s.,0.6986,n.s.,0.025
evm.TU.Chr1.168,rna-CPHLJ_1g2010,Chr1,168,       1-1752,23,0,23,1752,1752,2,2,3,0.64,0.00424,0.000433,n.d.,0.7589,0.000309,0.5419,n.a.,0.3162,0,0.3162,0.8934,n.s.,0.8437,n.s.,0.9863,n.s.,0.729
evm.TU.Chr1.169,rna-CPHLJ_1g2020,Chr1,169,        1-618,23,0,23,618,618,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3188,0,0.3188,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.170,rna-CPHLJ_1g2030,Chr1,170,       1-1512,23,0,23,1512,1512,2,2,3,0.49,0.01127,0.000356,n.d.,0.5375,0.000358,0.5419,n.a.,0.2765,0,0.2765,-0.0179,n.s.,0.8437,n.s.,0.6986,n.s.,0.025
evm.TU.Chr1.171,rna-CPHLJ_1g2040,Chr1,171,       1-1581,23,0,23,1581,1581,2,2,2,0.403,0.00826,0.00051,n.d.,0.8063,0.000343,0.5419,n.a.,0.3953,0,0.3953,1.0887,n.s.,0.8437,n.s.,1.0479,n.s.,2.516
evm.TU.Chr1.172,0,Chr1,172,        1-408,23,0,23,408,408,3,3,4,0.664,0.00582,0.002267,n.d.,0.9249,0.001992,0.8128,0.1582,0.2981,0,0.2981,0.3515,n.s.,0.9855,n.s.,0.9327,n.s.,-0.044
evm.TU.Chr1.173,rna-CPHLJ_1g2050,Chr1,173,        1-762,23,0,23,762,762,1,1,2,0.166,0.00952,0.000218,n.d.,0.166,0.000356,0.2709,n.a.,0.2823,0,0.2823,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr1.174,#N/A,Chr1,174,        1-830,23,0,23,830,830,1,1,2,0.356,0.00991,0.000429,n.d.,0.3557,0.000326,0.2709,n.a.,0.3195,0,0.3195,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr1.175,rna-CPHLJ_1g2070,Chr1,175,       1-1503,23,0,23,1503,1503,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.318,0,0.318,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.176,rna-CPHLJ_1g2090,Chr1,176,       1-1095,23,0,23,1095,1095,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.305,0,0.305,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.177,rna-CPHLJ_1g2100,Chr1,177,       1-1623,23,0,23,1623,1623,1,1,2,0.356,0.00991,0.000219,n.d.,0.3557,0.000167,0.2709,n.a.,0.3067,0,0.3067,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr1.178,rna-CPHLJ_1g2110,Chr1,178,       1-4632,23,0,23,4632,4632,9,9,4,0.664,0.00582,0.000609,n.d.,2.8221,0.000526,2.4385,0.5215,0.285,0,0.285,0.5213,n.s.,1.3744,*   ,1.3065,n.s.,3.264
evm.TU.Chr1.179,rna-CPHLJ_1g2120,Chr1,179,       1-2733,23,0,23,2733,2733,5,5,4,0.664,0.00582,0.000599,n.d.,1.6364,0.000496,1.3547,0.3654,0.3256,0,0.3256,0.6099,n.s.,1.1708,n.s.,1.1698,n.s.,1.408
evm.TU.Chr1.180,rna-CPHLJ_1g2130,Chr1,180,       1-1917,23,0,23,1917,1917,3,3,4,0.664,0.00582,0.000482,n.d.,0.9249,0.000424,0.8128,0.1582,0.3698,0,0.3698,0.3515,n.s.,0.9855,n.s.,0.9327,n.s.,-0.044
evm.TU.Chr1.181,rna-CPHLJ_1g2140,Chr1,181,        1-873,23,0,23,873,873,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3551,0,0.3551,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.182,rna-CPHLJ_1g2150,Chr1,182,       1-2067,23,0,23,2067,2067,3,3,3,0.379,0.01359,0.000425,n.d.,0.8775,0.000393,0.8128,0.5619,0.335,0,0.335,0.2028,n.s.,0.9855,n.s.,0.8849,n.s.,1.052
evm.TU.Chr1.183,rna-CPHLJ_1g2160,Chr1,183,       1-2166,23,0,23,2166,2166,1,1,2,0.356,0.00991,0.000164,n.d.,0.3557,0.000125,0.2709,n.a.,0.3365,0,0.3365,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr1.184,rna-CPHLJ_1g2170,Chr1,184,       1-1143,23,0,23,1143,1143,2,2,3,0.49,0.01127,0.00047,n.d.,0.5375,0.000474,0.5419,n.a.,0.3334,0,0.3334,-0.0179,n.s.,0.8437,n.s.,0.6986,n.s.,0.025
evm.TU.Chr1.185,rna-CPHLJ_1g2180,Chr1,185,       1-1758,23,0,23,1758,1758,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3055,0,0.3055,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.186,rna-CPHLJ_1g2190,Chr1,186,       1-2886,23,0,23,2886,2886,3,3,4,0.664,0.00582,0.000345,n.d.,0.996,0.000282,0.8128,0.2303,0.3293,0,0.3293,0.5747,n.s.,0.9855,n.s.,1.0044,n.s.,0.13
evm.TU.Chr1.187,rna-CPHLJ_1g2200,Chr1,187,       1-1368,23,0,23,1368,1368,1,1,2,0.522,0.00107,0.000381,n.d.,0.5217,0.000198,0.2709,n.a.,0.3256,0,0.3256,1.5826,n.s.,0.6287,n.s.,1.0149,n.s.,1.559
evm.TU.Chr1.188,rna-CPHLJ_1g2210,Chr1,188,        1-390,23,0,23,390,390,1,1,2,0.356,0.00991,0.000912,n.d.,0.3557,0.000695,0.2709,n.a.,0.3493,0,0.3493,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr1.189,rna-CPHLJ_1g2220,Chr1,189,        1-553,23,0,23,553,553,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3255,0,0.3255,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.190,rna-CPHLJ_1g2230,Chr1,190,       1-1227,23,0,23,1227,1227,6,6,5,0.696,0.00733,0.001675,n.d.,2.0553,0.001325,1.6257,0.3644,0.341,0,0.341,0.8088,n.s.,1.2361,n.s.,1.29,n.s.,0.993
evm.TU.Chr1.191,rna-CPHLJ_1g2240,Chr1,191,       1-1263,23,0,23,1263,1263,2,2,2,0.166,0.00952,0.000263,n.d.,0.332,0.000429,0.5419,n.a.,0.2928,0,0.2928,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,0.768
evm.TU.Chr1.192,rna-CPHLJ_1g2250,Chr1,192,        1-378,23,0,23,378,378,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3862,0,0.3862,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.193,rna-CPHLJ_1g2260,Chr1,193,        1-435,23,0,23,435,435,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3931,0,0.3931,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.194,rna-CPHLJ_1g2270,Chr1,194,        1-324,23,0,23,324,324,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4105,0,0.4105,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.195,rna-CPHLJ_1g2280,Chr1,195,        1-567,23,0,23,567,567,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3651,0,0.3651,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr1.196,rna-CPHLJ_1g2290,Chr1,196,       1-1983,23,0,23,1983,1983,4,4,4,0.553,0.01134,0.00047,n.d.,0.9328,0.000547,1.0838,0.3315,0.3106,0,0.3106,-0.3859,n.s.,1.0898,n.s.,0.7778,n.s.,-0.024
evm.TU.Chr1.197,rna-CPHLJ_1g2295,Chr1,197,        1-347,23,0,23,347,347,1,1,2,0.166,0.00952,0.000478,n.d.,0.166,0.000781,0.2709,n.a.,0.2995,0,0.2995,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
